cod_stazione,nome_stazione,lat,lon
S09218,NAPOLI CENTRALE,40.759553,14.45161
S09110,NAPOLI GIANTURCO,40.853729,14.287812
N_35881D4DDEE7,NAPOLI MERGELLINA,40.831568,14.218738
N_8470B8459BF6,NAPOLI PIAZZA GARIBALDI,40.853383,14.271129
N_D885BC53F7BE,NAPOLI PIAZZA LEOPARDI,40.824752,14.200403
S09800,NAPOLI S.GIOVANNI BARRA,40.830945,14.312544
S06502,NAVACCHIO,,
S08710,NETTUNO,41.45944,12.662078
S11764,NICOTERA,38.549469,15.933834
S00834,NIZZA MONFERRATO,44.772016,8.30631
S02510,NOALE-SCORZE\',45.553743,12.074715
N_7AA7EB905BB6,NOALE SCORZE`,45.553743,12.074715
S09814,NOCERA INFERIORE,40.745988,14.649413
N_0FEE1D10D4D2,NOGARA,45.183528,11.065048
N_0654A028E5AE,NONE,44.935945,7.540383
S00248,NOVARA,45.450444,8.624735
N00055,NOVARA NORD,45.776213,8.441104
N_DDC70EDA0EF0,NOVATE-MEZZOLA,46.220465,9.447221
S05940,NOVELLARA,44.84297,10.727492
S04203,NOVI LIGURE,44.76085,8.789551
N_CE7B1A6653A0,OFFIDA CASTEL DI LAMA,42.862088,13.720243
N_ACBFE7687ADF,OLBIA,40.926255,9.500142
S12902,OLBIA TERRANOVA,40.855469,9.431708
N_BF7DA4A5C55D,OLEGGIO,45.598023,8.632937
N_725FF006758D,OLMENETA,45.232207,10.030891
N_C685779BD8DE,ORBETELLO,42.502736,11.211351
S08004,ORBETELLO-MONTE ARGENTARIO,42.450605,11.248831
N_5C72E44B5BFB,ORIOLO,39.933838,16.602936
S12878,ORISTANO,39.927932,8.667239
S08209,ORTE,42.440528,12.408296
S08203,ORVIETO,42.720721,12.115609
N_57F9EF9A51AB,OSPITALETTO TRAVAGLIATO,45.546012,10.074379
S11132,OSTUNI,40.746877,17.580353
N_21204FA700D6,OULX CESANA CLAVIERE SESTRIERE,45.038731,6.831411
S12862,OZIERI CHILIVANI,40.60918,8.934022
S08707,PADIGLIONE,41.501661,12.625746
S02581,PADOVA,45.416395,11.884193
S01083,PALAZZOLO MILANESE,,
S01538,PALAZZOLO SULL\'OGLIO,,
N_D9CE28CD9F8D,PALAZZOLO SULL`OGLIO,45.602612,9.89378
S12133,PALERMO AEROPORTO,38.186176,13.104968
S12002,PALERMO CENTRALE,38.109702,13.36713
S12134,PALERMO NOTARBARTOLO,38.131563,13.340826
N_5FEFF02A3188,PALIZZI,37.918892,15.986384
N_9E500FE220E8,PALMANOVA,45.907829,13.300473
S11739,PAOLA,39.357565,16.04123
S01035,PARABIAGO,45.556058,8.955399
N_CFACAF3D2860,PARATICO SARNICO,45.664699,9.955916
S05014,PARMA,44.577894,9.943915
S01060,PARONA LOMELLINA,,
S12124,PARTINICO,,
S12036,PATTI-S.PIERO PATTI,38.052453,14.970574
S01860,PAVIA,45.082529,9.360909
S08731,PAVONA,,
N_461245307840,PC CIVITELLA DI AGLIANO,42.616972,12.227948
N_42D7556C351D,PELLEZZANO,40.722249,14.770118
S07060,PERGOLA,43.549654,12.833146
N_AC94504DD813,PERI,45.657933,10.901462
S07004,PERUGIA,43.513672,12.1943
S07005,PERUGIA PONTE S.GIOVANNI,43.104832,12.446485
S07104,PESARO,43.920274,12.830861
S07810,PESCARA,42.468034,14.204391
N_42841FCCBB85,PESCARA PORTA NUOVA,42.45762,14.212422
S06409,PESCIA,43.905327,10.688905
S12109,PETROSINO STRASATTI,37.725387,12.50937
S05000,PIACENZA,45.100066,9.982121
S01919,PIADENA,45.130235,10.36714
S01780,PIAN CAMUNO - GRATACASOLO,,
N_2C51F061EAF2,PIANCAMUNO - GRATACASOLO,45.840043,10.138801
S05131,PIANORO,44.379558,11.342441
S06325,PIAZZA AL SERCHIO,44.182853,10.298391
N_B97F61CB188A,PIETRASANTA,43.956302,10.229881
S00517,PINEROLO,44.887548,7.336595
S01703,PIOLTELLO LIMITO,45.486045,9.3279
N_6ECE0723A540,PIOMBINO,42.931628,10.539686
N_6DE3F8828605,PIOMBINO BINARI MARE,42.928563,10.544478
S06775,PIOMBINO MARITTIMA,42.928563,10.544478
N_6CDDE622DFB4,PIOPPE DI SALVARO,44.311129,11.157874
S12125,PIRAINETO,38.171966,13.141518
S06500,PISA CENTRALE,43.708456,10.398344
S06501,PISA/BINARI PISA S.ROSSORE,,
N_D04966B29C9D,PISCIOTTA PALINURO,40.091342,15.243542
N00217,PISOGNE,45.805689,10.106715
S06414,PISTOIA,43.921335,11.01826
N_02E0563D03ED,PITECCIO,44.009438,10.900311
S11753,PIZZO,38.714522,16.140041
N_062CD5DC38A2,POGGIBONSI,43.466919,11.151022
S06805,POGGIBONSI-S.GIMIGNANO,,
S08213,POGGIO MIRTETO,42.270319,12.686409
S05308,POGGIO RUSCO,44.975558,11.114649
S11128,POLIGNANO A MARE,40.988338,17.230504
N_ED125EABC58E,POLLINA,38.017916,14.176008
S09810,POMPEI,40.746011,14.501151
S06904,PONTASSIEVE,43.774238,11.438099
N_5EC1187F2A71,PONTE A ELSA,43.689547,10.896303
S08403,PONTE GALERIA,41.817838,12.344617
S01434,PONTE IN VALTELLINA,46.167029,9.975697
S02558,PONTE NELLE ALPI POLPET,46.181099,12.275842
S01528,PONTE S.PIETRO,45.698838,9.584175
S03010,PONTEBBA,46.505116,13.305082
N_8D87C98B55ED,PONTECAGNANO,40.640344,14.872802
S06506,PONTEDERA CASCIANA TERME,43.662216,10.628891
N_F3A9EE39A69A,PONTICINO,43.480396,11.717037
S06163,PONTREMOLI,44.371867,9.887749
N_7E6FD7EB6D6C,PORCARI,43.832105,10.619666
S02701,PORDENONE,45.869926,12.799792
S05110,PORRETTA TERME,44.154928,10.977976
S01200,PORTO CERESIO,45.903744,8.900507
N_BD2F91CD0D69,PORTO D`ASCOLI,42.912745,13.896512
S12803,PORTO TORRES MARITTIMA,,
S03200,PORTOGRUARO CAORLE,45.781216,12.832221
S05802,PORTOMAGGIORE,44.69712,11.80017
N_B8540999AE34,POSTO MOVIMENTO 228,45.458319,9.237016
S11420,POTENZA CENTRALE,40.629467,15.806791
N_F718286AD2AD,POTENZA SUPERIORE,40.018259,15.924139
S09101,POZZUOLI SOLFATARA,40.828987,14.117705
N_3A52AADF8221,PRACCHIA,44.055465,10.906746
N_DFF883D070E8,PRAJA AJETA TORTORA,39.900814,15.780514
S06416,PRATO CENTRALE,43.878251,11.109047
N_083F33CDE713,PRATOLA PELIGNA,42.102021,13.876392
N_BD36B6DC987A,PRIMOLANO,45.965559,11.702483
N_3DDE39234F46,PRIOLO MELILLI,37.157891,15.196954
N_4D33D648D3CB,PRIVERNO FOSSANOVA,41.421712,13.186713
N00209,PROVAGLIO - TIMOLINE,,
N_F81D5A7930D5,PUNTA RAISI,38.186176,13.104968
N_21BF2B5C73E5,QUARTO D`ALTINO,45.578089,12.36925
N_CCD9DCE85570,QUISTELLO,45.006579,10.98046
S12414,RAGUSA,36.919253,14.725834
N_CD234BA8A781,RAIANO,42.100343,13.811459
S06850,RAPOLANO TERME,43.290849,11.636947
S05811,RAVENNA,44.412416,11.969442
S04714,RECCO,44.360956,9.146416
N_DEBAB2A3D4C0,REGGIO CALABRIA CENTRALE,38.103811,15.635938
S11781,REGGIO DI CALABRIA CENTRALE,,
S11777,REGGIO DI CALABRIA GALLICO,38.165866,15.649506
S11867,REGGIO DI CALABRIA PELLARO,,
S05023,REGGIO EMILIA,44.656104,10.780222
N_A582FD8336EC,REGGIO MEDIOPADANA,44.724178,10.655469
S05192,REGGIO S.LAZZARO,37.97718,15.660517
S01037,RHO,45.523838,9.044217
S11761,RICADI-CAPO VATICANO,,
S07405,RIETI,42.404818,12.862479
N_8D7843EBFD68,RIGOLI,43.789739,10.419862
N_74C73E90F0F8,RIGOMAGNO,43.25695,11.706056
S05071,RIMINI,44.063994,12.573763
N_E2D0A663B604,RIO DI PUSTERIA,46.797276,11.669615
S05108,RIOLA,44.23068,11.055069
S00884,RIVAROLO,44.436185,8.891801
N_5666D8653EAB,ROCCA DI CORNO,42.388274,13.144115
S12204,ROCCAPALUMBA-ALIA,37.793674,13.673796
S08906,ROCCARASO,41.850684,14.07931
S08668,ROCCASECCA,41.552321,13.667258
S11847,ROCCELLA JONICA,38.322248,16.406977
S11205,ROCCHETTA S.ANTONIO-LACEDONIA,,
N_F95C5D1A7D27,ROMA AURELIA,42.138774,11.790509
N_EF76C3BFFA66,ROMA CASILINA,41.875002,12.563424
S08406,ROMA OSTIENSE,41.871987,12.486246
S08323,ROMA S.PIETRO,41.895862,12.455405
N_7B96A6FD7598,ROMA SMISTAMENTO,41.896918,12.539537
S08409,ROMA TERMINI,41.900553,12.499786
S08217,ROMA TIBURTINA,41.909366,12.533721
S08408,ROMA TUSCOLANA,41.842548,12.585512
N_C80397A4983D,ROMANO,42.212414,12.152494
S02337,ROMANORE,,
S12049,ROMETTA MESSINESE,,
S04211,RONCO SCRIVIA,,
S11765,ROSARNO,38.488669,15.970363
N_9115EC475557,ROSSANO,45.702477,11.785128
N_7ED941245E56,ROVASENDA,45.538328,8.319659
S01714,ROVATO,45.553044,9.998862
N_BA41C3B8EED4,ROVERBELLA,45.254725,10.733083
S02044,ROVERETO,45.889837,11.03363
S05706,ROVIGO,45.505931,9.245866
S05903,RUSSI,44.378859,12.031667
S02703,SACILE,45.948557,12.497926
N_ECFB54AD972B,SALANDRA,40.527518,16.31918
S00205,SALBERTRAND,45.073497,6.887257
S09818,SALERNO,40.634248,15.22684
S11864,SALINE DI REGGIO,37.938818,15.710838
N_C353AD614ED6,SALSOMAGGIORE T.,44.81828,9.987522
S05090,SALSOMAGGIORE TERME,44.81828,9.987522
S12027,S.AGATA DI MILITELLO,38.047621,14.644806
N_FBACCF9B6EC3,S.AGATA M.,37.430047,15.019533
S06819,S. ANGELO CINIGIANO,,
S07513,S.BENEDETTO DEL TRONTO,42.954307,13.882036
N_E167AFA73E44,SAN BENEDETTO PO,45.041924,10.928295
S05134,S.BENEDETTO SAMBRO-CASTIGLIONE PEPOLI,44.216214,11.189607
S02114,S.CANDIDO,46.734925,12.347634
N_E406F0E47009,S.CASSIANO,44.145438,11.687482
S02666,S.DONA\' DI PIAVE-JESOLO,,
N_A913DD647FD7,S. DONA` DI PIAVE,45.639392,12.559635
N_C8E883484184,S.FELICE SP,44.223821,10.147818
S05313,S.FELICE SUL PANARO,44.839415,11.143165
S12882,S.GAVINO,39.546312,8.787944
N_0B008F272125,SAN GIORGIO DI NOGARO,45.830784,13.209544
S06909,S.GIOVANNI VALDARNO,43.565354,11.526751
N_CC4527C52FC9,S.GIULIANO TERME,43.789739,10.419862
S04805,S.GIUSEPPE DI CAIRO,44.370221,8.287136
N_8C7C055B5C9D,S.ILARIO,45.561343,8.970219
S05021,S.ILARIO D\'ENZA,44.752232,10.435614
N_580FFF8FD04F,S.LAZZARO,44.08627,9.983774
N_6BE7E16A41EB,S.LORENZO MAGGIORE,41.219859,14.648424
S04718,S.MARGHERITA LIGURE PORTOFINO,44.313561,9.213007
N_F099419606CC,SAN MAURIZIO,44.462448,7.371429
S06603,S.PIERO A SIEVE,43.958707,11.322546
S01428,S.PIETRO BERBENNO,,
S05722,S.PIETRO IN CASALE,44.70139,11.394661
S08016,S.SEVERA,,
S11025,S.SEVERO,41.749632,15.384967
N_85CA7436BFB6,S. STEFANO DI MAGRA,44.156824,9.94509
N_98601F49D1AA,S. STINO DI LIVENZA,45.728402,12.680804
S06030,S.VINCENZO,,
N_EA8A978098A8,S.VITO AL TAGLIAMENTO,45.912375,12.852328
N_185679E71803,S.VITO LANCIANO,42.304845,14.440483
N_7B8C90EC3AB1,S. ZENO FOLZANO,45.491549,10.211735
N_25F82806187F,SANNAZZARO,45.105473,8.905193
N_9FFD78FE028B,SANTA SEVERA,42.020837,11.965639
N_786C1D7211DD,SANTA TERESA DI RIVA,37.946071,15.367807
N_F7224DA723C9,SANTARCANGELO DI ROMAGNA,44.071667,12.446454
S00240,SANTHIA\',45.364394,8.16692
N_C0036EE1DC06,SANTHIA`,45.364394,8.16692
S11721,SAPRI,40.07783,15.627763
S09702,SARNO,40.81341,14.61246
S01933,SARONNO,45.627409,9.026493
S01077,SARONNO SUD,45.612357,9.045541
S06007,SARZANA,44.08627,9.983774
S12807,SASSARI,40.607087,8.355032
S05104,SASSO MARCONI,44.394989,11.253656
N_F5ADCC2F8BB9,SASSUOLO,44.553014,10.79755
S05194,SASSUOLO RADICI,44.544593,10.784221
S05180,SASSUOLO TERMINAL,44.544244,10.786766
S04801,SAVONA,43.959849,8.139178
N_99BF3F7AA1D6,SCANDIANO,44.600307,10.693829
S02140,SCHIO,45.710353,11.358602
S12278,SCORDIA,37.294668,14.851126
S02560,SEDICO BRIBANO,,
N_F72F5507B973,SELLA DI CORNO,42.360533,13.189953
N_8EB0D7677FF5,SENIGALLIA,43.715919,13.221845
S01318,SEREGNO,45.656291,9.21023
N_426A10D9D175,SERIATE,45.683332,9.72442
S05161,SERMIDE,44.997123,11.289129
N_E823754A40D3,SESSA AURUNCA R.,41.197881,13.87489
S09000,SESSA AURUNCA-ROCCAMONFINA,41.196017,13.875669
N_69DDFA4D027E,SESTO CALENDE,45.725846,8.628786
S01325,SESTO S.GIOVANNI,45.541095,9.238476
S04725,SESTRI LEVANTE,44.277041,9.398204
S00229,SETTIMO,45.139802,7.769656
S01925,SEVESO,45.699037,9.109728
S11811,SIBARI,39.749271,16.456293
S06809,SIENA,43.137867,11.853717
N_0DB742F06DE7,SIMERI CRICHI,38.954989,16.641105
S06852,SINALUNGA,43.21616,11.744753
S12349,SIRACUSA,37.063767,15.288776
N_0DAA8345052B,SOLAROLO,44.358424,11.844491
S09307,SOLOPACA,41.210501,14.571487
S02094,SOMMACAMPAGNA-SONA,,
S01430,SONDRIO,46.170548,9.877083
N_A24C9C8CF834,SORA,41.716379,13.61791
S11837,SOVERATO,38.684357,16.549561
S09206,SPARANISE,41.185817,14.093067
N_63E6C8BD223D,SPINEA,45.493533,12.150198
S07221,SPOLETO,42.744787,12.738334
N_AB8547C9AC97,SQUINZANO,40.438364,18.038201
S19919,STABIO,45.294414,7.447586
S01945,STRADELLA,45.079327,9.300844
N_F316DA37C8F0,STRAMBINO,45.382513,7.887825
S08539,SULMONA,42.061059,13.907472
S00260,SUSA,45.074354,7.667779
S02340,SUZZARA,44.994302,10.755866
N_E988BD4F02ED,TAGGIA ARMA,43.832302,7.853484
N_7658E5195902,TAORMINA,37.853886,15.288975
S12317,TAORMINA-GIARDINI,37.845556,15.282559
S11465,TARANTO,40.483433,17.224185
S03015,TARVISIO BOSCOVERDE,46.506136,13.607462
S06405,TASSIGNANO-CAPANNORI,,
S01824,TAVAZZANO,45.32642,9.402833
N_ACA4F494FB58,TELESE CERRETO,41.211861,14.52586
S07900,TERAMO,42.660634,13.715719
S12014,TERMINI IMERESE,37.980034,13.703349
S11019,TERMOLI,42.000823,14.992796
S07226,TERNI,42.570394,12.650975
S01504,TERNO,45.688602,9.536183
S06922,TERONTOLA CORTONA,43.212883,12.012255
N_436E801A1595,THIENE,45.699915,11.476628
S01440,TIRANO,46.215446,10.167223
S08508,TIVOLI,42.007631,12.799981
N_E62148A81AC1,TORANO LATTARICO,39.494546,16.210371
S00088,TORINO AEROPORTO DI CASELLE,45.191564,7.641443
S00452,TORINO LINGOTTO,45.026662,7.656874
N_FEBDC4EA7CA2,TORINO P.NUOVA,45.061892,7.678369
S00219,TORINO PORTA NUOVA,45.061892,7.678369
N_64E5A9A2A633,TORINO PORTA SUSA,45.071576,7.665855
S00060,TORINO REBAUDENGO FOSSATA,45.099522,7.687023
S00228,TORINO STURA,45.12169,7.713966
S09806,TORRE ANNUNZIATA CENTRALE,40.747309,14.463772
S07706,TORRE DEI PASSERI,42.243945,13.937484
S00039,TORREBERETTI,45.058789,8.667279
N_30C37A42B21B,TORRICOLA,41.809288,12.55711
N_8D5061A93DC7,TORRILE S. POLO,44.902168,10.367548
S01810,TORTONA,44.899963,8.862029
N_AC4930634ABE,TRANI,41.232115,16.301429
S12100,TRAPANI,37.585241,12.84048
S02038,TRENTO,46.072242,11.119319
S01437,TRESENDA-APRICA-TEGLIO,46.162135,10.08366
N_3C277D22EF06,TREVI,41.896367,12.482434
S01708,TREVIGLIO,45.520821,9.580314
S01601,TREVIGLIO OVEST,45.521751,9.580282
N_5BD6FECC05D9,TREVISO C.,45.775499,12.491091
S02712,TREVISO CENTRALE,45.660056,12.245219
S03317,TRIESTE CENTRALE,45.657727,13.771948
S00455,TROFARELLO,44.980635,7.735387
N_25E175435B8F,TROPEA,38.672134,15.894747
N_E0B63E44197B,TUSA,38.007894,14.256793
S03026,UDINE,46.073645,13.221917
N_BEA55C58E921,VAGLIA,43.904952,11.282483
N_44128378641C,VAIANO,43.967281,11.127157
N_FE3300C7FF4C,VAIRANO,41.317495,14.104238
S09203,VAIRANO-CAIANELLO,41.317495,14.104238
N_56227008909E,VAL D'ALA,41.941718,12.517773
S08014,VAL D\'ALA,41.941718,12.517773
S00041,VALENZA,45.002842,8.640119
S08512,VALLE DELL\'ANIENE-MANDELA-SAMBUCI,42.016772,12.922592
N_1E08A3363C97,VALLELUNGA,37.691709,13.845396
N_F4C9BF45DA24,VALMONTONE,41.774406,12.92371
N_13BBDB30562C,VARALLO SESIA,45.790534,8.275846
S07500,VARANO,40.70176,14.489417
N00062,VAREDO,,
N_B59B49920158,VARENNA ESINO,46.015094,9.286232
S01205,VARESE,45.816251,8.832936
N00025,VARESE CASBENO,45.822851,8.809298
N00024,VARESE NORD,45.767639,9.006102
S07824,VASTO S.SALVO,42.079948,14.739453
S08734,VELLETRI,41.682434,12.780642
N_9DC685B98C26,VENAFRO,41.492353,14.054372
N_89ACD9E3219A,VENARIA,45.132427,7.634855
S02589,VENEZIA MESTRE,45.482517,12.23284
S02593,VENEZIA S.LUCIA,40.557319,16.664041
N_26FAC2401D1E,VENEZIA SANTA LUCIA,46.03587,12.536089
S04501,VENTIMIGLIA,43.791318,7.602225
S00245,VERCELLI,45.329778,8.416538
S01600,VERDELLO DALMINE,45.605566,9.61976
S05107,VERGATO,44.282788,11.114185
N_90A042C77C48,VERNANTE,44.245027,7.533834
S05135,VERNIO MONTEPIANO CANTAGALLO,44.043996,11.152333
S02430,VERONA PORTA NUOVA,45.429182,10.982371
N_B79E11CC1037,VERONA PORTA VESCOVO,45.43577,11.018649
N_0C2FB0B95400,VETRALLA,42.331496,12.086069
S06171,VEZZANO LIGURE,44.125937,9.886044
S06040,VIAREGGIO,43.865795,10.257544
S11789,VIBO VALENTIA-PIZZO,38.726449,16.150442
N_0457299BB113,VICCHIO,43.933255,11.465405
S02446,VICENZA,45.541644,11.540752
N_3657311999D3,VICOFERTILE,44.778458,10.256194
S01061,VIGEVANO,,
N_4B107DF6CED6,VIGNA CLARA,41.949348,12.471422
S08331,VIGNA CLARA PES,,
S05978,VIGNOLA,45.891399,8.668346
N_A5671EA5C59D,VIGODARZERE,45.452628,11.889265
S09003,VILLA LITERNO,41.00511,14.06774
S03466,VILLA OPICINA,45.701352,13.800503
S11774,VILLA S.GIOVANNI,45.515966,9.224912
N_5C8F4121E8A5,VILLAFRANCA DI VERONA,45.390983,10.91608
N_AC5B07AC3325,VILLAMASSARGIA DOMUSNOVAS,39.294758,8.642373
N_C1AC642DC417,VILLANOVA,39.762215,9.21363
N_FBDCFEA1C163,VILLAZZANO,46.044616,11.139311
N_FE40098CFE68,VILPIANO-NALLES,46.553989,11.220668
N_A79BCAF80288,VIPITENO,46.895478,11.440157
S02006,VIPITENO-VAL DI VIZZE,46.895478,11.440157
S08304,VITERBO PORTA FIORENTINA,42.425308,12.106317
S08306,VITERBO PORTA ROMANA,42.412019,12.110243
S12410,VITTORIA,43.030631,13.477014
N_BFD4400EB35B,VITTORIO VENETO,46.050794,12.3135
N_BA567A192AA6,VITTUONE ARLUNO,45.490912,8.947248
S01807,VOGHERA,44.997529,9.010246
S08652,ZAGAROLO,41.821931,12.827705
