mese,tipo_giorno,fascia_oraria,categoria,cod_stazione,ruolo,bucket_ritardo_arrivo,count,minuti_ritardo,minuti_anticipo
2024-06,weekend,mattina,REG,N_CBBFAA6775E8,partenza,"(1,5]",2,6.0,0.0
2024-06,weekend,mattina,REG,N_CBBFAA6775E8,partenza,"(5,10]",1,6.0,0.0
2024-06,weekend,mattina,REG,N_D0B06A5290BB,arrivo,"(-5,-1]",2,0.0,5.0
2024-06,weekend,mattina,REG,N_D0B06A5290BB,arrivo,"(0,1]",3,3.0,0.0
2024-06,weekend,mattina,REG,N_D0B06A5290BB,arrivo,"(1,5]",3,10.0,0.0
2024-06,weekend,mattina,REG,N_D0B06A5290BB,arrivo,"(10,15]",1,13.0,0.0
2024-06,weekend,mattina,REG,N_D0B06A5290BB,partenza,"(-1,0]",2,0.0,0.0
2024-06,weekend,mattina,REG,N_D0B06A5290BB,partenza,"(-10,-5]",3,0.0,19.0
2024-06,weekend,mattina,REG,N_D0B06A5290BB,partenza,"(-5,-1]",2,0.0,4.0
2024-06,weekend,mattina,REG,N_D0B06A5290BB,partenza,"(1,5]",3,10.0,0.0
2024-06,weekend,mattina,REG,N_D0B06A5290BB,partenza,"(10,15]",1,11.0,0.0
2024-06,weekend,mattina,REG,N_D3BA5A52C06E,partenza,"(1,5]",1,5.0,0.0
2024-06,weekend,mattina,REG,N_D53F32E084D3,arrivo,"(-5,-1]",2,0.0,3.0
2024-06,weekend,mattina,REG,N_D53F32E084D3,arrivo,"(1,5]",3,10.0,0.0
2024-06,weekend,mattina,REG,N_D53F32E084D3,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_D53F32E084D3,partenza,"(-5,-1]",2,0.0,3.0
2024-06,weekend,mattina,REG,N_D53F32E084D3,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_D53F32E084D3,partenza,"(1,5]",4,12.0,0.0
2024-06,weekend,mattina,REG,N_D53F32E084D3,partenza,"(5,10]",1,7.0,0.0
2024-06,weekend,mattina,REG,N_D58C6A65D7C1,arrivo,"(-10,-5]",1,0.0,5.0
2024-06,weekend,mattina,REG,N_D58C6A65D7C1,arrivo,"(-5,-1]",3,0.0,8.0
2024-06,weekend,mattina,REG,N_D58C6A65D7C1,arrivo,"(1,5]",3,9.0,0.0
2024-06,weekend,mattina,REG,N_D58C6A65D7C1,partenza,"(-1,0]",2,0.0,0.0
2024-06,weekend,mattina,REG,N_D58C6A65D7C1,partenza,"(-10,-5]",1,0.0,5.0
2024-06,weekend,mattina,REG,N_D58C6A65D7C1,partenza,"(-5,-1]",1,0.0,2.0
2024-06,weekend,mattina,REG,N_D58C6A65D7C1,partenza,"(1,5]",2,4.0,0.0
2024-06,weekend,mattina,REG,N_D5A2C27842EB,arrivo,"(-5,-1]",2,0.0,6.0
2024-06,weekend,mattina,REG,N_D5A2C27842EB,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_D5A2C27842EB,partenza,"(-5,-1]",2,0.0,3.0
2024-06,weekend,mattina,REG,N_D5B57085BF91,arrivo,"(-10,-5]",1,0.0,6.0
2024-06,weekend,mattina,REG,N_D5B57085BF91,arrivo,"(-5,-1]",1,0.0,2.0
2024-06,weekend,mattina,REG,N_D5B57085BF91,partenza,"(-5,-1]",2,0.0,4.0
2024-06,weekend,mattina,REG,N_D5B57085BF91,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_D680B4DDCF0A,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_D680B4DDCF0A,arrivo,"(1,5]",1,3.0,0.0
2024-06,weekend,mattina,REG,N_D680B4DDCF0A,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_D680B4DDCF0A,partenza,"(1,5]",2,7.0,0.0
2024-06,weekend,mattina,REG,N_D765929A9E43,partenza,"(1,5]",1,2.0,0.0
2024-06,weekend,mattina,REG,N_D77D870762C5,arrivo,missing,1,0.0,0.0
2024-06,weekend,mattina,REG,N_D915C715E0EF,arrivo,"(-5,-1]",2,0.0,4.0
2024-06,weekend,mattina,REG,N_D915C715E0EF,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_D915C715E0EF,arrivo,"(1,5]",1,4.0,0.0
2024-06,weekend,mattina,REG,N_D915C715E0EF,arrivo,"(5,10]",1,10.0,0.0
2024-06,weekend,mattina,REG,N_D915C715E0EF,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_D915C715E0EF,partenza,"(1,5]",1,2.0,0.0
2024-06,weekend,mattina,REG,N_D915C715E0EF,partenza,"(30,60]",1,42.0,0.0
2024-06,weekend,mattina,REG,N_D915C715E0EF,partenza,"(5,10]",1,7.0,0.0
2024-06,weekend,mattina,REG,N_D9EA6835B9EF,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,mattina,REG,N_D9EA6835B9EF,partenza,"(1,5]",1,3.0,0.0
2024-06,weekend,mattina,REG,N_D9F16B1C0E0D,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_D9F16B1C0E0D,arrivo,"(1,5]",1,4.0,0.0
2024-06,weekend,mattina,REG,N_D9F16B1C0E0D,arrivo,"(15,30]",1,18.0,0.0
2024-06,weekend,mattina,REG,N_D9F16B1C0E0D,arrivo,"(5,10]",2,15.0,0.0
2024-06,weekend,mattina,REG,N_D9F16B1C0E0D,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_D9F16B1C0E0D,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,mattina,REG,N_DC24E40224D9,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_DC24E40224D9,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_DCE99D8EF7E4,arrivo,"(5,10]",1,7.0,0.0
2024-06,weekend,mattina,REG,N_DCE99D8EF7E4,partenza,"(-5,-1]",1,0.0,3.0
2024-06,weekend,mattina,REG,N_DD6564CDFB93,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_DD6564CDFB93,arrivo,"(-5,-1]",7,0.0,14.0
2024-06,weekend,mattina,REG,N_DD6564CDFB93,arrivo,"(0,1]",2,2.0,0.0
2024-06,weekend,mattina,REG,N_DD6564CDFB93,arrivo,"(1,5]",3,10.0,0.0
2024-06,weekend,mattina,REG,N_DD6564CDFB93,arrivo,"(5,10]",1,7.0,0.0
2024-06,weekend,mattina,REG,N_DD6564CDFB93,partenza,"(-1,0]",2,0.0,0.0
2024-06,weekend,mattina,REG,N_DD6564CDFB93,partenza,"(-5,-1]",8,0.0,17.0
2024-06,weekend,mattina,REG,N_DD6564CDFB93,partenza,"(1,5]",1,2.0,0.0
2024-06,weekend,mattina,REG,N_DD8D6A1F4D25,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_DD8D6A1F4D25,arrivo,"(1,5]",1,4.0,0.0
2024-06,weekend,mattina,REG,N_DD8D6A1F4D25,partenza,"(-1,0]",2,0.0,0.0
2024-06,weekend,mattina,REG,N_DD8D6A1F4D25,partenza,"(-5,-1]",3,0.0,6.0
2024-06,weekend,mattina,REG,N_DEBAB2A3D4C0,arrivo,"(-10,-5]",1,0.0,6.0
2024-06,weekend,mattina,REG,N_DEBAB2A3D4C0,arrivo,"(-30,-15]",1,0.0,18.0
2024-06,weekend,mattina,REG,N_DEBAB2A3D4C0,arrivo,"(-5,-1]",3,0.0,7.0
2024-06,weekend,mattina,REG,N_DEBAB2A3D4C0,partenza,"(0,1]",2,2.0,0.0
2024-06,weekend,mattina,REG,N_DEBAB2A3D4C0,partenza,"(1,5]",1,3.0,0.0
2024-06,weekend,mattina,REG,N_DF72E0451C21,arrivo,"(-10,-5]",1,0.0,6.0
2024-06,weekend,mattina,REG,N_DF72E0451C21,arrivo,"(-15,-10]",1,0.0,12.0
2024-06,weekend,mattina,REG,N_DF72E0451C21,arrivo,"(-5,-1]",2,0.0,2.0
2024-06,weekend,mattina,REG,N_DF72E0451C21,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_DF72E0451C21,partenza,"(-5,-1]",1,0.0,2.0
2024-06,weekend,mattina,REG,N_DF72E0451C21,partenza,"(30,60]",1,39.0,0.0
2024-06,weekend,mattina,REG,N_DF72E0451C21,partenza,"(5,10]",2,15.0,0.0
2024-06,weekend,mattina,REG,N_E02EBCB04D3A,arrivo,"(-5,-1]",1,0.0,2.0
2024-06,weekend,mattina,REG,N_E02EBCB04D3A,partenza,"(-5,-1]",1,0.0,3.0
2024-06,weekend,mattina,REG,N_E10AB7D0ED3E,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,mattina,REG,N_E29B12213D0A,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_E29B12213D0A,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_E29B12213D0A,arrivo,"(1,5]",2,5.0,0.0
2024-06,weekend,mattina,REG,N_E29B12213D0A,arrivo,"(10,15]",1,11.0,0.0
2024-06,weekend,mattina,REG,N_E29B12213D0A,partenza,"(-5,-1]",3,0.0,3.0
2024-06,weekend,mattina,REG,N_E29B12213D0A,partenza,"(1,5]",1,2.0,0.0
2024-06,weekend,mattina,REG,N_E2EC0D35D526,arrivo,"(-10,-5]",1,0.0,5.0
2024-06,weekend,mattina,REG,N_E2EC0D35D526,arrivo,"(-5,-1]",9,0.0,19.0
2024-06,weekend,mattina,REG,N_E2EC0D35D526,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_E2EC0D35D526,arrivo,"(1,5]",6,17.0,0.0
2024-06,weekend,mattina,REG,N_E2EC0D35D526,arrivo,"(5,10]",1,6.0,0.0
2024-06,weekend,mattina,REG,N_E2EC0D35D526,arrivo,missing,1,0.0,0.0
2024-06,weekend,mattina,REG,N_E2EC0D35D526,partenza,"(-1,0]",2,0.0,0.0
2024-06,weekend,mattina,REG,N_E2EC0D35D526,partenza,"(-5,-1]",2,0.0,2.0
2024-06,weekend,mattina,REG,N_E2EC0D35D526,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_E2EC0D35D526,partenza,"(1,5]",3,10.0,0.0
2024-06,weekend,mattina,REG,N_E2EC0D35D526,partenza,"(5,10]",1,6.0,0.0
2024-06,weekend,mattina,REG,N_E2EC0D35D526,partenza,missing,1,0.0,0.0
2024-06,weekend,mattina,REG,N_E3B8163AC6FC,arrivo,"(-10,-5]",1,0.0,6.0
2024-06,weekend,mattina,REG,N_E3B8163AC6FC,arrivo,"(-5,-1]",8,0.0,15.0
2024-06,weekend,mattina,REG,N_E3B8163AC6FC,arrivo,"(0,1]",5,5.0,0.0
2024-06,weekend,mattina,REG,N_E3B8163AC6FC,arrivo,"(1,5]",2,7.0,0.0
2024-06,weekend,mattina,REG,N_E3B8163AC6FC,partenza,"(-1,0]",3,0.0,0.0
2024-06,weekend,mattina,REG,N_E3B8163AC6FC,partenza,"(-5,-1]",5,0.0,10.0
2024-06,weekend,mattina,REG,N_E3B8163AC6FC,partenza,"(0,1]",4,4.0,0.0
2024-06,weekend,mattina,REG,N_E3B8163AC6FC,partenza,"(1,5]",2,5.0,0.0
2024-06,weekend,mattina,REG,N_E3B8163AC6FC,partenza,"(10,15]",2,28.0,0.0
2024-06,weekend,mattina,REG,N_E3B8163AC6FC,partenza,"(15,30]",1,27.0,0.0
2024-06,weekend,mattina,REG,N_E3B8163AC6FC,partenza,"(60,120]",1,83.0,0.0
2024-06,weekend,mattina,REG,N_E3D77242249F,arrivo,"(-5,-1]",3,0.0,4.0
2024-06,weekend,mattina,REG,N_E3D77242249F,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_E3D77242249F,arrivo,"(1,5]",3,11.0,0.0
2024-06,weekend,mattina,REG,N_E3D77242249F,arrivo,"(10,15]",1,13.0,0.0
2024-06,weekend,mattina,REG,N_E3D77242249F,partenza,"(-5,-1]",1,0.0,3.0
2024-06,weekend,mattina,REG,N_E3D77242249F,partenza,"(0,1]",2,2.0,0.0
2024-06,weekend,mattina,REG,N_E3D77242249F,partenza,"(1,5]",4,15.0,0.0
2024-06,weekend,mattina,REG,N_E3D77242249F,partenza,"(5,10]",2,17.0,0.0
2024-06,weekend,mattina,REG,N_E3D77242249F,partenza,"(60,120]",1,63.0,0.0
2024-06,weekend,mattina,REG,N_E6726A16AA8C,arrivo,"(-5,-1]",1,0.0,2.0
2024-06,weekend,mattina,REG,N_E6726A16AA8C,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_E878615FB0A3,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,mattina,REG,N_E8F1FE5811E0,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_E903EB64CBF3,arrivo,"(-1,0]",12,0.0,0.0
2024-06,weekend,mattina,REG,N_E903EB64CBF3,arrivo,"(-10,-5]",3,0.0,15.0
2024-06,weekend,mattina,REG,N_E903EB64CBF3,arrivo,"(-5,-1]",15,0.0,28.0
2024-06,weekend,mattina,REG,N_E903EB64CBF3,arrivo,"(0,1]",2,2.0,0.0
2024-06,weekend,mattina,REG,N_E903EB64CBF3,arrivo,"(1,5]",5,13.0,0.0
2024-06,weekend,mattina,REG,N_E903EB64CBF3,arrivo,"(5,10]",2,12.0,0.0
2024-06,weekend,mattina,REG,N_E903EB64CBF3,partenza,"(-1,0]",5,0.0,0.0
2024-06,weekend,mattina,REG,N_E903EB64CBF3,partenza,"(-10,-5]",1,0.0,5.0
2024-06,weekend,mattina,REG,N_E903EB64CBF3,partenza,"(-15,-10]",2,0.0,23.0
2024-06,weekend,mattina,REG,N_E903EB64CBF3,partenza,"(-5,-1]",21,0.0,48.0
2024-06,weekend,mattina,REG,N_E903EB64CBF3,partenza,"(0,1]",4,4.0,0.0
2024-06,weekend,mattina,REG,N_E903EB64CBF3,partenza,"(1,5]",5,12.0,0.0
2024-06,weekend,mattina,REG,N_E903EB64CBF3,partenza,"(15,30]",1,18.0,0.0
2024-06,weekend,mattina,REG,N_E903EB64CBF3,partenza,"(5,10]",2,15.0,0.0
2024-06,weekend,mattina,REG,N_E9632C67CC0B,partenza,"(-5,-1]",1,0.0,2.0
2024-06,weekend,mattina,REG,N_E9CDB4158858,arrivo,"(-10,-5]",1,0.0,7.0
2024-06,weekend,mattina,REG,N_E9CDB4158858,arrivo,"(-5,-1]",1,0.0,2.0
2024-06,weekend,mattina,REG,N_E9CDB4158858,arrivo,"(1,5]",1,4.0,0.0
2024-06,weekend,mattina,REG,N_E9CDB4158858,partenza,"(-5,-1]",2,0.0,3.0
2024-06,weekend,mattina,REG,N_E9CDB4158858,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_E9CDB4158858,partenza,"(5,10]",1,6.0,0.0
2024-06,weekend,mattina,REG,N_EB4AA9FA6612,arrivo,"(1,5]",2,7.0,0.0
2024-06,weekend,mattina,REG,N_EB4AA9FA6612,partenza,"(-5,-1]",1,0.0,4.0
2024-06,weekend,mattina,REG,N_EB74225A9F4B,partenza,"(15,30]",1,21.0,0.0
2024-06,weekend,mattina,REG,N_EB74225A9F4B,partenza,"(5,10]",1,10.0,0.0
2024-06,weekend,mattina,REG,N_ECBC275260A2,arrivo,"(-1,0]",2,0.0,0.0
2024-06,weekend,mattina,REG,N_ECBC275260A2,arrivo,"(-5,-1]",5,0.0,10.0
2024-06,weekend,mattina,REG,N_ECBC275260A2,partenza,"(-1,0]",2,0.0,0.0
2024-06,weekend,mattina,REG,N_ECBC275260A2,partenza,"(-5,-1]",6,0.0,9.0
2024-06,weekend,mattina,REG,N_ECBC275260A2,partenza,"(1,5]",2,5.0,0.0
2024-06,weekend,mattina,REG,N_ECBC275260A2,partenza,"(5,10]",1,9.0,0.0
2024-06,weekend,mattina,REG,N_ECDBBF702ADF,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_ECDBBF702ADF,arrivo,"(-5,-1]",2,0.0,4.0
2024-06,weekend,mattina,REG,N_EDFB5356134D,arrivo,"(-10,-5]",1,0.0,5.0
2024-06,weekend,mattina,REG,N_EDFB5356134D,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,mattina,REG,N_EDFB5356134D,arrivo,"(1,5]",2,8.0,0.0
2024-06,weekend,mattina,REG,N_EDFB5356134D,arrivo,missing,1,0.0,0.0
2024-06,weekend,mattina,REG,N_EDFB5356134D,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_EDFB5356134D,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,mattina,REG,N_EDFB5356134D,partenza,"(0,1]",3,3.0,0.0
2024-06,weekend,mattina,REG,N_EDFB5356134D,partenza,"(1,5]",1,4.0,0.0
2024-06,weekend,mattina,REG,N_EDFB5356134D,partenza,missing,1,0.0,0.0
2024-06,weekend,mattina,REG,N_EE539AC676E9,arrivo,"(-10,-5]",1,0.0,5.0
2024-06,weekend,mattina,REG,N_EE539AC676E9,arrivo,"(-5,-1]",1,0.0,2.0
2024-06,weekend,mattina,REG,N_EE539AC676E9,arrivo,"(0,1]",3,3.0,0.0
2024-06,weekend,mattina,REG,N_EE539AC676E9,arrivo,"(1,5]",2,6.0,0.0
2024-06,weekend,mattina,REG,N_EE539AC676E9,partenza,"(-5,-1]",6,0.0,10.0
2024-06,weekend,mattina,REG,N_EE5FCCF4C16B,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,mattina,REG,N_EE5FCCF4C16B,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_EE5FCCF4C16B,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_EE86D98A1207,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_EE86D98A1207,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_F047351D32A4,arrivo,"(-1,0]",2,0.0,0.0
2024-06,weekend,mattina,REG,N_F047351D32A4,arrivo,"(-10,-5]",3,0.0,17.0
2024-06,weekend,mattina,REG,N_F047351D32A4,arrivo,"(-15,-10]",3,0.0,33.0
2024-06,weekend,mattina,REG,N_F047351D32A4,arrivo,"(-5,-1]",5,0.0,14.0
2024-06,weekend,mattina,REG,N_F047351D32A4,arrivo,"(1,5]",2,9.0,0.0
2024-06,weekend,mattina,REG,N_F047351D32A4,partenza,"(-10,-5]",3,0.0,16.0
2024-06,weekend,mattina,REG,N_F047351D32A4,partenza,"(-5,-1]",7,0.0,15.0
2024-06,weekend,mattina,REG,N_F047351D32A4,partenza,"(0,1]",2,2.0,0.0
2024-06,weekend,mattina,REG,N_F047351D32A4,partenza,"(1,5]",4,9.0,0.0
2024-06,weekend,mattina,REG,N_F047351D32A4,partenza,"(10,15]",1,14.0,0.0
2024-06,weekend,mattina,REG,N_F05F8C811D2B,arrivo,"(1,5]",2,6.0,0.0
2024-06,weekend,mattina,REG,N_F05F8C811D2B,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,mattina,REG,N_F05F8C811D2B,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_F05F8C811D2B,partenza,"(1,5]",1,4.0,0.0
2024-06,weekend,mattina,REG,N_F0893AF956E9,arrivo,"(1,5]",1,2.0,0.0
2024-06,weekend,mattina,REG,N_F0893AF956E9,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_F31958C1911C,arrivo,"(-10,-5]",2,0.0,11.0
2024-06,weekend,mattina,REG,N_F31958C1911C,arrivo,"(-5,-1]",1,0.0,2.0
2024-06,weekend,mattina,REG,N_F31958C1911C,arrivo,"(0,1]",2,2.0,0.0
2024-06,weekend,mattina,REG,N_F31958C1911C,partenza,"(-10,-5]",1,0.0,6.0
2024-06,weekend,mattina,REG,N_F31958C1911C,partenza,"(-5,-1]",2,0.0,6.0
2024-06,weekend,mattina,REG,N_F31958C1911C,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_F31958C1911C,partenza,"(1,5]",2,5.0,0.0
2024-06,weekend,mattina,REG,N_F5ADCC2F8BB9,arrivo,"(0,1]",3,3.0,0.0
2024-06,weekend,mattina,REG,N_F5ADCC2F8BB9,arrivo,"(1,5]",2,8.0,0.0
2024-06,weekend,mattina,REG,N_F5ADCC2F8BB9,partenza,"(-1,0]",3,0.0,0.0
2024-06,weekend,mattina,REG,N_F5ADCC2F8BB9,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_F5BB85C04F38,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_F5BB85C04F38,arrivo,"(1,5]",5,17.0,0.0
2024-06,weekend,mattina,REG,N_F5BB85C04F38,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_F5BB85C04F38,partenza,"(1,5]",2,6.0,0.0
2024-06,weekend,mattina,REG,N_F5C11A0AB557,arrivo,"(-5,-1]",5,0.0,10.0
2024-06,weekend,mattina,REG,N_F5C11A0AB557,arrivo,"(0,1]",3,3.0,0.0
2024-06,weekend,mattina,REG,N_F5C11A0AB557,arrivo,"(1,5]",5,13.0,0.0
2024-06,weekend,mattina,REG,N_F5C11A0AB557,partenza,"(-5,-1]",3,0.0,4.0
2024-06,weekend,mattina,REG,N_F5C11A0AB557,partenza,"(0,1]",2,2.0,0.0
2024-06,weekend,mattina,REG,N_F5C11A0AB557,partenza,"(1,5]",7,21.0,0.0
2024-06,weekend,mattina,REG,N_F5C7A152B223,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,mattina,REG,N_F5C7A152B223,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_F5C7A152B223,partenza,"(-5,-1]",2,0.0,4.0
2024-06,weekend,mattina,REG,N_F5C7A152B223,partenza,"(1,5]",2,4.0,0.0
2024-06,weekend,mattina,REG,N_F6337151F5AF,arrivo,"(1,5]",1,3.0,0.0
2024-06,weekend,mattina,REG,N_F6ABE6CB9A86,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_F6ABE6CB9A86,arrivo,"(5,10]",1,9.0,0.0
2024-06,weekend,mattina,REG,N_F6ABE6CB9A86,partenza,"(-5,-1]",1,0.0,3.0
2024-06,weekend,mattina,REG,N_F6BAB1C5673F,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_F6BAB1C5673F,arrivo,"(-5,-1]",5,0.0,5.0
2024-06,weekend,mattina,REG,N_F6BAB1C5673F,arrivo,"(0,1]",2,2.0,0.0
2024-06,weekend,mattina,REG,N_F6BAB1C5673F,arrivo,"(1,5]",8,25.0,0.0
2024-06,weekend,mattina,REG,N_F6BAB1C5673F,arrivo,"(5,10]",1,8.0,0.0
2024-06,weekend,mattina,REG,N_F6BAB1C5673F,partenza,"(-5,-1]",2,0.0,2.0
2024-06,weekend,mattina,REG,N_F6BAB1C5673F,partenza,"(1,5]",10,27.0,0.0
2024-06,weekend,mattina,REG,N_F6D345743682,arrivo,"(-1,0]",2,0.0,0.0
2024-06,weekend,mattina,REG,N_F6D345743682,arrivo,"(-10,-5]",1,0.0,5.0
2024-06,weekend,mattina,REG,N_F6D345743682,arrivo,"(-5,-1]",3,0.0,5.0
2024-06,weekend,mattina,REG,N_F6D345743682,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_F6D345743682,arrivo,"(10,15]",1,11.0,0.0
2024-06,weekend,mattina,REG,N_F6D345743682,partenza,"(-10,-5]",1,0.0,8.0
2024-06,weekend,mattina,REG,N_F6D345743682,partenza,"(-5,-1]",4,0.0,9.0
2024-06,weekend,mattina,REG,N_F6D345743682,partenza,"(0,1]",2,2.0,0.0
2024-06,weekend,mattina,REG,N_F6D345743682,partenza,"(1,5]",2,6.0,0.0
2024-06,weekend,mattina,REG,N_F79848B7185D,arrivo,"(-1,0]",4,0.0,0.0
2024-06,weekend,mattina,REG,N_F79848B7185D,arrivo,"(-5,-1]",3,0.0,3.0
2024-06,weekend,mattina,REG,N_F79848B7185D,arrivo,"(0,1]",3,3.0,0.0
2024-06,weekend,mattina,REG,N_F79848B7185D,arrivo,"(1,5]",1,2.0,0.0
2024-06,weekend,mattina,REG,N_F79848B7185D,partenza,"(-5,-1]",4,0.0,9.0
2024-06,weekend,mattina,REG,N_F79848B7185D,partenza,"(0,1]",2,2.0,0.0
2024-06,weekend,mattina,REG,N_F79848B7185D,partenza,"(1,5]",3,13.0,0.0
2024-06,weekend,mattina,REG,N_F7A1B3B0EA1F,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,mattina,REG,N_F7A1B3B0EA1F,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,mattina,REG,N_F7A1B3B0EA1F,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_F81D5A7930D5,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_F81D5A7930D5,arrivo,"(0,1]",3,3.0,0.0
2024-06,weekend,mattina,REG,N_F81D5A7930D5,arrivo,"(1,5]",2,5.0,0.0
2024-06,weekend,mattina,REG,N_F81D5A7930D5,partenza,"(-10,-5]",1,0.0,6.0
2024-06,weekend,mattina,REG,N_F81D5A7930D5,partenza,"(-5,-1]",6,0.0,9.0
2024-06,weekend,mattina,REG,N_F8A251096935,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_F8A251096935,arrivo,"(0,1]",2,2.0,0.0
2024-06,weekend,mattina,REG,N_F8A251096935,arrivo,"(1,5]",2,4.0,0.0
2024-06,weekend,mattina,REG,N_F8A251096935,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_F8A251096935,partenza,"(0,1]",2,2.0,0.0
2024-06,weekend,mattina,REG,N_F8A251096935,partenza,"(1,5]",1,5.0,0.0
2024-06,weekend,mattina,REG,N_F8EA68484F28,arrivo,"(-5,-1]",2,0.0,4.0
2024-06,weekend,mattina,REG,N_F8EA68484F28,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_F8EA68484F28,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_F8EA68484F28,partenza,"(-10,-5]",2,0.0,14.0
2024-06,weekend,mattina,REG,N_F8EA68484F28,partenza,"(-5,-1]",1,0.0,3.0
2024-06,weekend,mattina,REG,N_F8EA68484F28,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_FA17B199D7D8,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,mattina,REG,N_FA17B199D7D8,arrivo,"(-10,-5]",2,0.0,12.0
2024-06,weekend,mattina,REG,N_FA17B199D7D8,arrivo,"(-5,-1]",3,0.0,9.0
2024-06,weekend,mattina,REG,N_FA17B199D7D8,arrivo,"(1,5]",4,12.0,0.0
2024-06,weekend,mattina,REG,N_FA17B199D7D8,arrivo,"(10,15]",1,11.0,0.0
2024-06,weekend,mattina,REG,N_FA17B199D7D8,partenza,"(-5,-1]",3,0.0,8.0
2024-06,weekend,mattina,REG,N_FA17B199D7D8,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,mattina,REG,N_FA17B199D7D8,partenza,"(1,5]",3,11.0,0.0
2024-06,weekend,mattina,REG,N_FA17B199D7D8,partenza,"(10,15]",1,13.0,0.0
2024-06,weekend,mattina,REG,N_FAD79C6DA063,arrivo,"(1,5]",2,7.0,0.0
